,FX,Gold,Gold_KRWg,DXY,Rate,Bond10,Rate_US,Bond10_US,Spread5D,M2_D,M2_US_D,CPI_D,CoreCPI_D,RealRate_D,SP500,KODEX200,Bitcoin
2014-12-14,1103.01,1222.0,43335.25873294002,83.4711,1.0,2.681,0.12,2.21,1.681,,11754.335483870967,236.252,239.584,0.3468786080376809,2002.3299560546875,19757.494140625,351.6319885253906
2014-12-15,1098.24,1207.199951171875,42625.27607423602,83.7107,1.0,2.681,0.12,2.21,1.681,,11757.161290322581,236.252,239.584,0.3468786080376809,1989.6300048828125,19765.513671875,345.3450012207031
2014-12-16,1080.83,1193.9000244140625,41487.387701945154,83.5181,1.0,2.681,0.12,2.21,1.681,,11759.987096774194,236.252,239.584,0.3468786080376809,1972.739990234375,19617.171875,327.06201171875
2014-12-17,1094.59,1194.300048828125,42029.63944401039,83.91,1.0,2.681,0.12,2.21,1.681,,11762.812903225808,236.252,239.584,0.3468786080376809,2012.8900146484375,19553.0234375,319.7760009765625
2014-12-18,1101.75,1194.699951171875,42318.73169269096,84.315,1.0,2.681,0.12,2.21,1.681,,11765.63870967742,236.252,239.584,0.3468786080376809,2061.22998046875,19536.9921875,311.39599609375
2014-12-19,1099.21,1195.9000244140625,42263.58017059757,84.6676,1.0,2.681,0.12,2.21,1.681,,11768.464516129034,236.252,239.584,0.3468786080376809,2070.64990234375,19829.66796875,317.8429870605469
2014-12-20,1099.21,1195.9000244140625,42263.58017059757,84.6676,1.0,2.681,0.12,2.21,1.681,,11771.290322580646,236.252,239.584,0.3468786080376809,2070.64990234375,19829.66796875,329.95599365234375
2014-12-21,1099.21,1195.9000244140625,42263.58017059757,84.6676,1.0,2.681,0.12,2.21,1.681,,11774.116129032258,236.252,239.584,0.3468786080376809,2070.64990234375,19829.66796875,320.8429870605469
2014-12-22,1097.77,1179.699951171875,41636.446554180366,84.6852,1.0,2.681,0.12,2.21,1.681,,11776.941935483872,236.252,239.584,0.3468786080376809,2078.5400390625,19990.03125,331.885986328125
2014-12-23,1104.84,1177.9000244140625,41840.663043504195,85.0083,1.0,2.681,0.12,2.21,1.681,,11779.767741935484,236.252,239.584,0.3468786080376809,2082.169921875,19978.0078125,334.5719909667969
2014-12-24,1103.22,1173.5,41623.247222981336,84.9349,1.0,2.681,0.12,2.21,1.681,,11782.593548387098,236.252,239.584,0.3468786080376809,2081.8798828125,20030.123046875,322.53399658203125
2014-12-25,1103.22,1173.5,41623.247222981336,84.9349,1.0,2.681,0.12,2.21,1.681,,11785.41935483871,236.252,239.584,0.3468786080376809,2081.8798828125,20030.123046875,319.00799560546875
2014-12-26,1103.22,1195.300048828125,41623.247222981336,84.9349,1.0,2.681,0.12,2.21,1.681,,11788.245161290322,236.252,239.584,0.3468786080376809,2088.77001953125,20054.17578125,327.92401123046875
2014-12-27,1103.22,1195.300048828125,41623.247222981336,84.9349,1.0,2.681,0.12,2.21,1.681,,11791.070967741936,236.252,239.584,0.3468786080376809,2088.77001953125,20054.17578125,315.8630065917969
2014-12-28,1103.22,1195.300048828125,41623.247222981336,84.9349,1.0,2.681,0.12,2.21,1.681,,11793.896774193548,236.252,239.584,0.3468786080376809,2088.77001953125,20054.17578125,317.239013671875
2014-12-29,1097.34,1181.699951171875,41690.697973506045,85.0006,1.0,2.681,0.12,2.21,1.681,,11796.722580645162,236.252,239.584,0.3468786080376809,2090.570068359375,19973.990234375,312.6700134277344
2014-12-30,1096.06,1200.199951171875,42293.99130263299,84.7628,1.0,2.681,0.12,2.21,1.681,,11799.548387096775,236.252,239.584,0.3468786080376809,2080.35009765625,19781.55078125,310.73699951171875
2014-12-31,1090.89,1183.9000244140625,41522.80925404075,85.0652,1.0,2.681,0.12,2.21,1.681,,11802.374193548389,236.252,239.584,0.3468786080376809,2058.89990234375,19781.55078125,320.1929931640625
2015-01-01,1090.89,1183.9000244140625,41522.80925404075,85.0652,1.0,2.415,0.11,1.88,1.6278000000000001,,11805.2,234.747,239.811,1.2299309782054282,2058.89990234375,19781.55078125,314.2489929199219
2015-01-02,1103.73,1186.0,42086.06041120774,85.7577,1.0,2.415,0.11,1.88,1.5745999999999998,,11808.993548387098,234.747,239.811,1.2299309782054282,2058.199951171875,19825.658203125,315.0320129394531
2015-01-03,1103.73,1186.0,42086.06041120774,85.7577,1.0,2.415,0.11,1.88,1.5214000000000003,,11812.787096774195,234.747,239.811,1.2299309782054282,2058.199951171875,19825.658203125,281.0820007324219
2015-01-04,1103.73,1186.0,42086.06041120774,85.7577,1.0,2.415,0.11,1.88,1.4682,,11816.580645161292,234.747,239.811,1.2299309782054282,2058.199951171875,19825.658203125,264.19500732421875
2015-01-05,1109.07,1203.9000244140625,42927.94701808171,86.2016,1.0,2.415,0.11,1.88,1.415,,11820.374193548387,234.747,239.811,1.2299309782054282,2020.5799560546875,19789.57421875,274.4739990234375
2015-01-06,1098.14,1219.300048828125,43048.60082049021,86.0471,1.0,2.415,0.11,1.88,1.415,,11824.167741935484,234.747,239.811,1.2299309782054282,2002.6099853515625,19436.759765625,286.1889953613281
2015-01-07,1101.51,1210.5999755859375,42872.60209004344,86.7411,1.0,2.415,0.11,1.88,1.415,,11827.96129032258,234.747,239.811,1.2299309782054282,2025.9000244140625,19476.849609375,294.3370056152344
2015-01-08,1096.19,1208.4000244140625,42588.005297231866,86.6519,1.0,2.415,0.11,1.88,1.415,,11831.754838709678,234.747,239.811,1.2299309782054282,2062.139892578125,19725.421875,283.3489990234375
2015-01-09,1086.14,1216.0,42462.9459707107,86.5625,1.0,2.415,0.11,1.88,1.415,,11835.548387096775,234.747,239.811,1.2299309782054282,2044.81005859375,19945.931640625,290.4079895019531
2015-01-10,1086.14,1216.0,42462.9459707107,86.5625,1.0,2.415,0.11,1.88,1.415,,11839.341935483872,234.747,239.811,1.2299309782054282,2044.81005859375,19945.931640625,274.7959899902344
2015-01-11,1086.14,1216.0,42462.9459707107,86.5625,1.0,2.415,0.11,1.88,1.415,,11843.135483870969,234.747,239.811,1.2299309782054282,2044.81005859375,19945.931640625,265.6600036621094
2015-01-12,1083.25,1232.699951171875,42931.574327870934,86.6687,1.0,2.415,0.11,1.88,1.415,,11846.929032258065,234.747,239.811,1.2299309782054282,2028.260009765625,19897.8203125,267.7959899902344
2015-01-13,1080.42,1234.300048828125,42874.99666451952,86.8629,1.0,2.415,0.11,1.88,1.415,,11850.72258064516,234.747,239.811,1.2299309782054282,2023.030029296875,19986.021484375,225.86099243164062
2015-01-14,1080.45,1234.4000244140625,42879.66005041792,86.6097,1.0,2.415,0.11,1.88,1.415,,11854.516129032258,234.747,239.811,1.2299309782054282,2011.27001953125,19897.8203125,178.10299682617188
2015-01-15,1077.94,1264.699951171875,43830.13697385217,86.705,1.0,2.415,0.11,1.88,1.415,,11858.309677419355,234.747,239.811,1.2299309782054282,1992.6700439453125,19957.955078125,209.843994140625
2015-01-16,1076.68,1276.9000244140625,44201.22231537071,86.9265,1.0,2.415,0.11,1.88,1.415,,11862.103225806452,234.747,239.811,1.2299309782054282,2019.4200439453125,19681.326171875,208.0970001220703
2015-01-17,1076.68,1276.9000244140625,44201.22231537071,86.9265,1.0,2.415,0.11,1.88,1.415,,11865.896774193548,234.747,239.811,1.2299309782054282,2019.4200439453125,19681.326171875,199.25999450683594
2015-01-18,1076.68,1276.9000244140625,44201.22231537071,86.9265,1.0,2.415,0.11,1.88,1.415,,11869.690322580645,234.747,239.811,1.2299309782054282,2019.4200439453125,19681.326171875,210.33900451660156
2015-01-19,1076.68,1276.9000244140625,44201.22231537071,86.9265,1.0,2.415,0.11,1.88,1.415,,11873.483870967742,234.747,239.811,1.2299309782054282,2019.4200439453125,19881.78125,214.86099243164062
2015-01-20,1087.17,1294.199951171875,45236.56054513246,87.2325,1.0,2.415,0.11,1.88,1.415,,11877.27741935484,234.747,239.811,1.2299309782054282,2022.550048828125,20058.193359375,211.31500244140625
2015-01-21,1081.94,1293.699951171875,45001.55047409129,87.6474,1.0,2.415,0.11,1.88,1.415,,11881.070967741935,234.747,239.811,1.2299309782054282,2032.1199951171875,20102.287109375,226.89700317382812
2015-01-22,1081.75,1300.699951171875,45237.101039438516,88.232,1.0,2.415,0.11,1.88,1.415,,11884.864516129031,234.747,239.811,1.2299309782054282,2063.14990234375,20158.416015625,233.406005859375
2015-01-23,1075.75,1292.5999755859375,44706.043491458266,88.8135,1.0,2.415,0.11,1.88,1.415,,11888.658064516128,234.747,239.811,1.2299309782054282,2051.820068359375,20274.689453125,232.87899780273438
2015-01-24,1075.75,1292.5999755859375,44706.043491458266,88.8135,1.0,2.415,0.11,1.88,1.415,,11892.451612903225,234.747,239.811,1.2299309782054282,2051.820068359375,20274.689453125,247.8470001220703
2015-01-25,1075.75,1292.5999755859375,44706.043491458266,88.8135,1.0,2.415,0.11,1.88,1.415,,11896.245161290322,234.747,239.811,1.2299309782054282,2051.820068359375,20274.689453125,253.71800231933594
2015-01-26,1079.42,1279.4000244140625,44400.46857598108,88.933,1.0,2.415,0.11,1.88,1.415,,11900.03870967742,234.747,239.811,1.2299309782054282,2057.090087890625,20274.689453125,273.4729919433594
2015-01-27,1075.31,1291.699951171875,44656.642323038526,88.5382,1.0,2.415,0.11,1.88,1.415,,11903.832258064516,234.747,239.811,1.2299309782054282,2029.550048828125,20415.009765625,263.4750061035156
2015-01-28,1084.84,1285.9000244140625,44850.12241340529,88.7602,1.0,2.415,0.11,1.88,1.415,,11907.625806451613,234.747,239.811,1.2299309782054282,2002.1600341796875,20435.060546875,233.9149932861328
2015-01-29,1098.6,1254.5999755859375,44313.454536586265,89.5227,1.0,2.415,0.11,1.88,1.415,,11911.419354838708,234.747,239.811,1.2299309782054282,2021.25,20338.83984375,233.51300048828125
2015-01-30,1104.3,1278.5,45391.918915877635,89.6269,1.0,2.415,0.11,1.88,1.415,,11915.212903225805,234.747,239.811,1.2299309782054282,1994.989990234375,20330.814453125,226.4250030517578
2015-01-31,1104.3,1278.5,45391.918915877635,89.6269,1.0,2.415,0.11,1.88,1.415,,11919.006451612902,234.747,239.811,1.2299309782054282,1994.989990234375,20330.814453125,217.46400451660156
2015-02-01,1104.3,1278.5,45391.918915877635,89.6269,1.0,2.346,0.11,1.98,1.4012,,11922.8,235.342,240.172,1.0870314629352054,1994.989990234375,20330.814453125,226.9720001220703
2015-02-02,1099.61,1276.199951171875,45117.823663192416,89.1999,1.0,2.346,0.11,1.98,1.3874000000000002,,11922.717857142856,235.342,240.172,1.0870314629352054,2020.8499755859375,20282.705078125,238.22900390625
2015-02-03,1096.06,1259.699951171875,44390.71900208804,88.5294,1.0,2.346,0.11,1.98,1.3736000000000002,,11922.635714285714,235.342,240.172,1.0870314629352054,2050.030029296875,20274.689453125,227.26800537109375
2015-02-04,1086.79,1263.800048828125,44158.543413632484,88.8298,1.0,2.346,0.11,1.98,1.3598000000000003,,11922.55357142857,235.342,240.172,1.0870314629352054,2041.510009765625,20415.009765625,226.85299682617188
2015-02-05,1087.05,1262.0,44106.197051778734,88.4552,1.0,2.346,0.11,1.98,1.346,,11922.471428571427,235.342,240.172,1.0870314629352054,2062.52001953125,20206.525390625,217.11099243164062
2015-02-06,1097.26,1233.9000244140625,43529.1571941606,89.2113,1.0,2.346,0.11,1.98,1.346,,11922.389285714286,235.342,240.172,1.0870314629352054,2055.469970703125,20238.599609375,222.26600646972656
2015-02-07,1097.26,1233.9000244140625,43529.1571941606,89.2113,1.0,2.346,0.11,1.98,1.346,,11922.307142857142,235.342,240.172,1.0870314629352054,2055.469970703125,20238.599609375,227.75399780273438
2015-02-08,1097.26,1233.9000244140625,43529.1571941606,89.2113,1.0,2.346,0.11,1.98,1.346,,11922.224999999999,235.342,240.172,1.0870314629352054,2055.469970703125,20238.599609375,223.41200256347656
2015-02-09,1096.4,1240.800048828125,43738.26654669591,89.0743,1.0,2.346,0.11,1.98,1.346,,11922.142857142857,235.342,240.172,1.0870314629352054,2046.739990234375,20214.55078125,220.11000061035156
2015-02-10,1098.61,1231.5999755859375,43501.472476681614,89.2924,1.0,2.346,0.11,1.98,1.346,,11922.060714285713,235.342,240.172,1.0870314629352054,2068.590087890625,20118.326171875,219.83900451660156
2015-02-11,1108.19,1219.0,43431.88419309724,89.7245,1.0,2.346,0.11,1.98,1.346,,11921.978571428572,235.342,240.172,1.0870314629352054,2068.530029296875,20146.39453125,219.18499755859375
2015-02-12,1100.87,1220.0999755859375,43183.933001858015,88.7701,1.0,2.346,0.11,1.98,1.346,,11921.896428571428,235.342,240.172,1.0870314629352054,2088.47998046875,20086.25390625,221.76400756835938
2015-02-13,1097.2,1226.5,43265.73536740238,88.7433,1.0,2.346,0.11,1.98,1.346,,11921.814285714285,235.342,240.172,1.0870314629352054,2096.989990234375,20234.59765625,235.427001953125
2015-02-14,1097.2,1226.5,43265.73536740238,88.7433,1.0,2.346,0.11,1.98,1.346,,11921.732142857143,235.342,240.172,1.0870314629352054,2096.989990234375,20234.59765625,257.3210144042969
2015-02-15,1097.2,1226.5,43265.73536740238,88.7433,1.0,2.346,0.11,1.98,1.346,,11921.65,235.342,240.172,1.0870314629352054,2096.989990234375,20234.59765625,234.8249969482422
2015-02-16,1097.2,1226.5,43265.73536740238,88.7433,1.0,2.346,0.11,1.98,1.346,,11921.567857142856,235.342,240.172,1.0870314629352054,2096.989990234375,20258.6484375,233.84300231933594
2015-02-17,1107.33,1208.0999755859375,43010.122525297025,88.7433,1.0,2.346,0.11,1.98,1.346,,11921.485714285714,235.342,240.172,1.0870314629352054,2100.340087890625,20302.751953125,243.61000061035156
2015-02-18,1112.82,1199.699951171875,42922.82539466895,89.059,1.0,2.346,0.11,1.98,1.346,,11921.403571428571,235.342,240.172,1.0870314629352054,2099.679931640625,20302.751953125,236.3260040283203
2015-02-19,1110.69,1207.0999755859375,43104.91976412767,88.9089,1.0,2.346,0.11,1.98,1.346,,11921.321428571428,235.342,240.172,1.0870314629352054,2097.449951171875,20302.751953125,240.2830047607422
2015-02-20,1110.06,1204.4000244140625,42984.11082679036,88.991,1.0,2.346,0.11,1.98,1.346,,11921.239285714286,235.342,240.172,1.0870314629352054,2110.300048828125,20302.751953125,243.7790069580078
2015-02-21,1110.06,1204.4000244140625,42984.11082679036,88.991,1.0,2.346,0.11,1.98,1.346,,11921.157142857142,235.342,240.172,1.0870314629352054,2110.300048828125,20302.751953125,244.53399658203125
2015-02-22,1110.06,1204.4000244140625,42984.11082679036,88.991,1.0,2.346,0.11,1.98,1.346,,11921.074999999999,235.342,240.172,1.0870314629352054,2110.300048828125,20302.751953125,235.9770050048828
2015-02-23,1108.25,1200.300048828125,42767.93702039222,89.2486,1.0,2.346,0.11,1.98,1.346,,11920.992857142857,235.342,240.172,1.0870314629352054,2109.659912109375,20358.884765625,238.89199829101562
2015-02-24,1108.05,1196.9000244140625,42639.094380118055,89.4719,1.0,2.346,0.11,1.98,1.346,,11920.910714285714,235.342,240.172,1.0870314629352054,2115.47998046875,20382.939453125,238.73500061035156
2015-02-25,1101.53,1201.0,42533.397527609435,88.8158,1.0,2.346,0.11,1.98,1.346,,11920.828571428572,235.342,240.172,1.0870314629352054,2113.860107421875,20455.103515625,237.47000122070312
