,FX,Gold,Gold_KRWg,DXY,Rate,Bond10,Rate_US,Bond10_US,Spread5D,M2_D,M2_US_D,CPI_D,CoreCPI_D,RealRate_D,SP500,KODEX200,Bitcoin
2019-08-07,1214.46,1507.300048828125,58853.68583277781,91.9241,0.5,1.254,2.13,1.63,0.754,,14988.451612903225,256.036,263.877,-1.2376412106666406,2883.97998046875,22144.482421875,11941.96875
2019-08-08,1208.77,1497.699951171875,58204.85700895485,91.8988,0.5,1.254,2.13,1.63,0.754,,14990.793548387097,256.036,263.877,-1.2376412106666406,2938.090087890625,22240.9296875,11966.4072265625
2019-08-09,1214.15,1496.5999755859375,58420.97707195866,91.7475,0.5,1.254,2.13,1.63,0.754,,14993.135483870967,256.036,263.877,-1.2376412106666406,2918.64990234375,22394.37890625,11862.9365234375
2019-08-10,1214.15,1496.5999755859375,58420.97707195866,91.7475,0.5,1.254,2.13,1.63,0.754,,14995.477419354838,256.036,263.877,-1.2376412106666406,2918.64990234375,22394.37890625,11354.0244140625
2019-08-11,1214.15,1496.5999755859375,58420.97707195866,91.7475,0.5,1.254,2.13,1.63,0.754,,14997.81935483871,256.036,263.877,-1.2376412106666406,2918.64990234375,22394.37890625,11523.5791015625
2019-08-12,1215.7,1505.300048828125,58835.60594017881,91.8241,0.5,1.254,2.13,1.63,0.754,,15000.16129032258,256.036,263.877,-1.2376412106666406,2882.699951171875,22429.451171875,11382.6162109375
2019-08-13,1220.7,1502.199951171875,58955.92072903396,92.0677,0.5,1.254,2.13,1.63,0.754,,15002.503225806451,256.036,263.877,-1.2376412106666406,2926.320068359375,22201.478515625,10895.830078125
2019-08-14,1212.44,1515.9000244140625,59091.0291639393,92.3037,0.5,1.254,2.13,1.63,0.754,,15004.845161290323,256.036,263.877,-1.2376412106666406,2840.60009765625,22359.306640625,10051.7041015625
2019-08-15,1214.34,1519.5999755859375,59328.083153118685,92.4469,0.5,1.254,2.13,1.63,0.754,,15007.187096774192,256.036,263.877,-1.2376412106666406,2847.60009765625,22359.306640625,10311.5458984375
2019-08-16,1205.75,1512.5,58633.17231179771,92.4426,0.5,1.254,2.13,1.63,0.754,,15009.529032258064,256.036,263.877,-1.2376412106666406,2888.679931640625,22284.77734375,10374.3388671875
2019-08-17,1205.75,1512.5,58633.17231179771,92.4426,0.5,1.254,2.13,1.63,0.754,,15011.870967741936,256.036,263.877,-1.2376412106666406,2888.679931640625,22284.77734375,10231.744140625
2019-08-18,1205.75,1512.5,58633.17231179771,92.4426,0.5,1.254,2.13,1.63,0.754,,15014.212903225807,256.036,263.877,-1.2376412106666406,2888.679931640625,22284.77734375,10345.810546875
2019-08-19,1210.6,1500.4000244140625,58398.06676276509,92.5134,0.5,1.254,2.13,1.63,0.754,,15016.554838709677,256.036,263.877,-1.2376412106666406,2923.64990234375,22425.064453125,10916.0537109375
2019-08-20,1207.93,1504.5999755859375,58432.37733726177,92.5417,0.5,1.254,2.13,1.63,0.754,,15018.896774193548,256.036,263.877,-1.2376412106666406,2900.510009765625,22644.28125,10763.232421875
2019-08-21,1202.0,1504.5999755859375,58145.519657089935,92.437,0.5,1.254,2.13,1.63,0.754,,15021.23870967742,256.036,263.877,-1.2376412106666406,2924.429931640625,22688.12109375,10138.0498046875
2019-08-22,1206.96,1497.300048828125,58102.18357849097,92.4518,0.5,1.254,2.13,1.63,0.754,,15023.58064516129,256.036,263.877,-1.2376412106666406,2922.949951171875,22508.365234375,10131.0556640625
2019-08-23,1210.5,1526.5999755859375,59412.904349889155,92.1048,0.5,1.254,2.13,1.63,0.754,,15025.922580645161,256.036,263.877,-1.2376412106666406,2847.110107421875,22486.443359375,10407.96484375
2019-08-24,1210.5,1526.5999755859375,59412.904349889155,92.1048,0.5,1.254,2.13,1.63,0.754,,15028.264516129033,256.036,263.877,-1.2376412106666406,2847.110107421875,22486.443359375,10159.9609375
2019-08-25,1210.5,1526.5999755859375,59412.904349889155,92.1048,0.5,1.254,2.13,1.63,0.754,,15030.606451612903,256.036,263.877,-1.2376412106666406,2847.110107421875,22486.443359375,10138.517578125
2019-08-26,1217.51,1526.300048828125,59745.22392813447,92.2742,0.5,1.254,2.13,1.63,0.754,,15032.948387096774,256.036,263.877,-1.2376412106666406,2878.3798828125,22157.63671875,10370.8203125
2019-08-27,1211.38,1541.0,60016.929927500125,92.28,0.5,1.254,2.13,1.63,0.754,,15035.290322580646,256.036,263.877,-1.2376412106666406,2869.159912109375,22227.783203125,10185.5
2019-08-28,1213.75,1537.800048828125,60009.478330899634,92.403,0.5,1.254,2.13,1.63,0.754,,15037.632258064516,256.036,263.877,-1.2376412106666406,2887.93994140625,22442.607421875,9754.4228515625
2019-08-29,1216.14,1526.5,59685.8138151655,92.6363,0.5,1.254,2.13,1.63,0.754,,15039.974193548387,256.036,263.877,-1.2376412106666406,2924.580078125,22319.84375,9510.2001953125
2019-08-30,1211.32,1519.0999755859375,59161.06490995411,92.8788,0.5,1.254,2.13,1.63,0.754,,15042.316129032259,256.036,263.877,-1.2376412106666406,2926.4599609375,22688.12109375,9598.173828125
2019-08-31,1211.32,1519.0999755859375,59161.06490995411,92.8788,0.5,1.254,2.13,1.63,0.754,,15044.658064516128,256.036,263.877,-1.2376412106666406,2926.4599609375,22688.12109375,9630.6640625
2019-09-01,1211.32,1519.0999755859375,59161.06490995411,92.8788,0.5,1.42,2.04,1.7,0.7872,,15047.0,256.43,264.388,-1.1844977040391562,2926.4599609375,22688.12109375,9757.970703125
2019-09-02,1211.32,1519.0999755859375,59161.06490995411,92.8788,0.5,1.42,2.04,1.7,0.8203999999999999,,15051.57,256.43,264.388,-1.1844977040391562,2926.4599609375,22727.580078125,10346.7607421875
2019-09-03,1212.44,1545.9000244140625,60260.453826758596,93.0042,0.5,1.42,2.04,1.7,0.8535999999999999,,15056.14,256.43,264.388,-1.1844977040391562,2906.27001953125,22639.890625,10623.5400390625
2019-09-04,1207.84,1550.300048828125,60202.691368384985,92.5853,0.5,1.42,2.04,1.7,0.8867999999999998,,15060.71,256.43,264.388,-1.1844977040391562,2937.780029296875,22977.470703125,10594.4931640625
2019-09-05,1200.18,1515.4000244140625,58474.21676985772,92.5242,0.5,1.42,2.04,1.7,0.9199999999999999,,15065.28,256.43,264.388,-1.1844977040391562,2976.0,23179.14453125,10575.533203125
2019-09-06,1196.81,1506.199951171875,57956.02307013718,92.3596,0.5,1.42,2.04,1.7,0.9199999999999999,,15069.85,256.43,264.388,-1.1844977040391562,2978.7099609375,23284.365234375,10353.302734375
2019-09-07,1196.81,1506.199951171875,57956.02307013718,92.3596,0.5,1.42,2.04,1.7,0.9199999999999999,,15074.42,256.43,264.388,-1.1844977040391562,2978.7099609375,23284.365234375,10517.2548828125
2019-09-08,1196.81,1506.199951171875,57956.02307013718,92.3596,0.5,1.42,2.04,1.7,0.9199999999999999,,15078.99,256.43,264.388,-1.1844977040391562,2978.7099609375,23284.365234375,10441.2763671875
2019-09-09,1192.33,1502.199951171875,57585.74011866065,92.2755,0.5,1.42,2.04,1.7,0.9199999999999999,,15083.56,256.43,264.388,-1.1844977040391562,2978.429931640625,23472.8828125,10334.974609375
2019-09-10,1191.22,1490.300048828125,57076.381248574566,92.3653,0.5,1.42,2.04,1.7,0.9199999999999999,,15088.130000000001,256.43,264.388,-1.1844977040391562,2979.389892578125,23573.724609375,10115.9755859375
2019-09-11,1191.51,1494.4000244140625,57247.337858749,92.6964,0.5,1.42,2.04,1.7,0.9199999999999999,,15092.7,256.43,264.388,-1.1844977040391562,3000.929931640625,23749.091796875,10178.3720703125
2019-09-12,1180.7,1498.699951171875,56891.186919434556,92.4527,0.5,1.42,2.04,1.7,0.9199999999999999,,15097.27,256.43,264.388,-1.1844977040391562,3009.570068359375,23749.091796875,10410.126953125
2019-09-13,1176.62,1490.9000244140625,56399.53017268391,92.5151,0.5,1.42,2.04,1.7,0.9199999999999999,,15101.84,256.43,264.388,-1.1844977040391562,3007.389892578125,23749.091796875,10360.546875
2019-09-14,1176.62,1490.9000244140625,56399.53017268391,92.5151,0.5,1.42,2.04,1.7,0.9199999999999999,,15106.41,256.43,264.388,-1.1844977040391562,3007.389892578125,23749.091796875,10358.048828125
2019-09-15,1176.62,1490.9000244140625,56399.53017268391,92.5151,0.5,1.42,2.04,1.7,0.9199999999999999,,15110.98,256.43,264.388,-1.1844977040391562,3007.389892578125,23749.091796875,10347.712890625
2019-09-16,1182.96,1503.0999755859375,57167.42961786104,92.7149,0.5,1.42,2.04,1.7,0.9199999999999999,,15115.55,256.43,264.388,-1.1844977040391562,2997.9599609375,23823.62109375,10276.7939453125
2019-09-17,1186.1,1505.0999755859375,57395.44041803914,92.5281,0.5,1.42,2.04,1.7,0.9199999999999999,,15120.12,256.43,264.388,-1.1844977040391562,3005.699951171875,23814.8515625,10241.2724609375
2019-09-18,1191.51,1507.5,57749.17051135724,92.6362,0.5,1.42,2.04,1.7,0.9199999999999999,,15124.69,256.43,264.388,-1.1844977040391562,3006.72998046875,23946.3828125,10198.248046875
2019-09-19,1193.87,1498.4000244140625,57514.261647313535,92.6219,0.5,1.42,2.04,1.7,0.9199999999999999,,15129.26,256.43,264.388,-1.1844977040391562,3006.7900390625,24104.205078125,10266.4150390625
2019-09-20,1188.16,1507.300048828125,57579.16716818445,92.7852,0.5,1.42,2.04,1.7,0.9199999999999999,,15133.83,256.43,264.388,-1.1844977040391562,2992.070068359375,24235.736328125,10181.6416015625
2019-09-21,1188.16,1507.300048828125,57579.16716818445,92.7852,0.5,1.42,2.04,1.7,0.9199999999999999,,15138.4,256.43,264.388,-1.1844977040391562,2992.070068359375,24235.736328125,10019.716796875
2019-09-22,1188.16,1507.300048828125,57579.16716818445,92.7852,0.5,1.42,2.04,1.7,0.9199999999999999,,15142.970000000001,256.43,264.388,-1.1844977040391562,2992.070068359375,24235.736328125,10070.392578125
2019-09-23,1195.48,1523.699951171875,58564.239317985215,92.7908,0.5,1.42,2.04,1.7,0.9199999999999999,,15147.54,256.43,264.388,-1.1844977040391562,2991.780029296875,24266.42578125,9729.32421875
2019-09-24,1196.52,1532.0999755859375,58938.32728754275,92.658,0.5,1.42,2.04,1.7,0.9199999999999999,,15152.11,256.43,264.388,-1.1844977040391562,2966.60009765625,24411.099609375,8620.56640625
2019-09-25,1200.17,1504.5999755859375,58056.99528024096,93.0487,0.5,1.42,2.04,1.7,0.9199999999999999,,15156.68,256.43,264.388,-1.1844977040391562,2984.8701171875,24060.3671875,8486.9931640625
2019-09-26,1201.99,1507.5,58257.10691722797,93.0767,0.5,1.42,2.04,1.7,0.9199999999999999,,15161.25,256.43,264.388,-1.1844977040391562,2977.6201171875,24104.205078125,8118.9677734375
2019-09-27,1200.03,1499.0999755859375,57838.022849595465,93.0903,0.5,1.42,2.04,1.7,0.9199999999999999,,15165.82,256.43,264.388,-1.1844977040391562,2961.7900390625,23849.927734375,8251.845703125
2019-09-28,1200.03,1499.0999755859375,57838.022849595465,93.0903,0.5,1.42,2.04,1.7,0.9199999999999999,,15170.39,256.43,264.388,-1.1844977040391562,2961.7900390625,23849.927734375,8245.9150390625
2019-09-29,1200.03,1499.0999755859375,57838.022849595465,93.0903,0.5,1.42,2.04,1.7,0.9199999999999999,,15174.960000000001,256.43,264.388,-1.1844977040391562,2961.7900390625,23849.927734375,8104.185546875
2019-09-30,1195.85,1465.699951171875,56352.413284964285,93.2535,0.5,1.42,2.04,1.7,0.9199999999999999,,15179.53,256.43,264.388,-1.1844977040391562,2976.739990234375,24051.599609375,8293.8681640625
2019-10-01,1198.96,1482.0,57127.29178388284,93.1357,0.5,1.577,1.83,1.71,0.9513999999999999,,15184.1,257.155,264.97,-1.2339736996186295,2940.25,24108.58984375,8343.2763671875
2019-10-02,1205.47,1501.0,58173.854067870176,93.1333,0.5,1.577,1.83,1.71,0.9827999999999999,,15187.709677419356,257.155,264.97,-1.2339736996186295,2887.610107421875,23595.64453125,8393.0419921875
2019-10-03,1204.67,1507.0999755859375,58371.50570158057,92.8842,0.5,1.577,1.83,1.71,1.0142,,15191.31935483871,257.155,264.97,-1.2339736996186295,2910.6298828125,23595.64453125,8259.9921875
2019-10-04,1192.93,1506.199951171875,57768.13245298648,93.019,0.5,1.577,1.83,1.71,1.0455999999999999,,15194.929032258065,257.155,264.97,-1.2339736996186295,2952.010009765625,23499.1953125,8205.939453125
2019-10-05,1192.93,1506.199951171875,57768.13245298648,93.019,0.5,1.577,1.83,1.71,1.077,,15198.53870967742,257.155,264.97,-1.2339736996186295,2952.010009765625,23499.1953125,8151.50048828125
2019-10-06,1192.93,1506.199951171875,57768.13245298648,93.019,0.5,1.577,1.83,1.71,1.077,,15202.148387096775,257.155,264.97,-1.2339736996186295,2952.010009765625,23499.1953125,7988.15576171875
2019-10-07,1196.49,1497.699951171875,57613.548783179926,92.955,0.5,1.577,1.83,1.71,1.077,,15205.758064516129,257.155,264.97,-1.2339736996186295,2938.7900390625,23538.646484375,8245.623046875
2019-10-08,1193.24,1497.199951171875,57437.87257820914,93.2076,0.5,1.577,1.83,1.71,1.077,,15209.367741935484,257.155,264.97,-1.2339736996186295,2893.06005859375,23885.0,8228.783203125
2019-10-09,1197.29,1506.0999755859375,57975.41883612092,93.1479,0.5,1.577,1.83,1.71,1.077,,15212.977419354838,257.155,264.97,-1.2339736996186295,2919.39990234375,23885.0,8595.740234375
2019-10-10,1190.06,1494.800048828125,57192.976549532956,92.8388,0.5,1.577,1.83,1.71,1.077,,15216.587096774194,257.155,264.97,-1.2339736996186295,2938.1298828125,23714.015625,8586.4736328125
2019-10-11,1195.61,1482.699951171875,56994.579022315986,92.4769,0.5,1.577,1.83,1.71,1.077,,15220.196774193548,257.155,264.97,-1.2339736996186295,2970.27001953125,23880.62109375,8321.7568359375
2019-10-12,1195.61,1482.699951171875,56994.579022315986,92.4769,0.5,1.577,1.83,1.71,1.077,,15223.806451612903,257.155,264.97,-1.2339736996186295,2970.27001953125,23880.62109375,8336.5556640625
2019-10-13,1195.61,1482.699951171875,56994.579022315986,92.4769,0.5,1.577,1.83,1.71,1.077,,15227.416129032259,257.155,264.97,-1.2339736996186295,2970.27001953125,23880.62109375,8321.005859375
2019-10-14,1195.61,1491.699951171875,56994.579022315986,92.4769,0.5,1.577,1.83,1.71,1.077,,15231.025806451613,257.155,264.97,-1.2339736996186295,2966.14990234375,24126.1328125,8374.6865234375
2019-10-15,1184.67,1477.5999755859375,56278.82273947925,92.5453,0.5,1.577,1.83,1.71,1.077,,15234.635483870969,257.155,264.97,-1.2339736996186295,2995.679931640625,24156.818359375,8205.369140625
2019-10-16,1186.38,1488.0,56756.7457038597,92.3027,0.5,1.577,1.83,1.71,1.077,,15238.245161290322,257.155,264.97,-1.2339736996186295,2989.68994140625,24292.73046875,8047.52685546875
2019-10-17,1179.05,1492.300048828125,56569.07976821904,91.9157,0.5,1.577,1.83,1.71,1.077,,15241.854838709678,257.155,264.97,-1.2339736996186295,2997.949951171875,24213.814453125,8103.9111328125
2019-10-18,1181.06,1488.199951171875,56509.827972127074,91.7673,0.5,1.577,1.83,1.71,1.077,,15245.464516129032,257.155,264.97,-1.2339736996186295,2986.199951171875,23972.6875,7973.20751953125
2019-10-19,1181.06,1488.199951171875,56509.827972127074,91.7673,0.5,1.577,1.83,1.71,1.077,,15249.074193548387,257.155,264.97,-1.2339736996186295,2986.199951171875,23972.6875,7988.560546875
2019-10-20,1181.06,1488.199951171875,56509.827972127074,91.7673,0.5,1.577,1.83,1.71,1.077,,15252.683870967741,257.155,264.97,-1.2339736996186295,2986.199951171875,23972.6875,8222.078125
2019-10-21,1172.57,1482.4000244140625,55884.958175999396,91.6958,0.5,1.577,1.83,1.71,1.077,,15256.293548387097,257.155,264.97,-1.2339736996186295,3006.719970703125,24108.58984375,8243.720703125
2019-10-22,1170.49,1481.699951171875,55759.47966779198,91.7243,0.5,1.577,1.83,1.71,1.077,,15259.903225806453,257.155,264.97,-1.2339736996186295,2995.989990234375,24428.642578125,8078.203125
2019-10-23,1172.07,1489.9000244140625,56143.74979069848,91.8606,0.5,1.577,1.83,1.71,1.077,,15263.512903225806,257.155,264.97,-1.2339736996186295,3004.52001953125,24279.576171875,7514.671875
2019-10-24,1173.19,1498.9000244140625,56536.86947264244,91.9644,0.5,1.577,1.83,1.71,1.077,,15267.122580645162,257.155,264.97,-1.2339736996186295,3010.2900390625,24345.33984375,7493.48876953125
2019-10-25,1171.58,1499.5,56481.88178179305,92.0086,0.5,1.577,1.83,1.71,1.077,,15270.732258064516,257.155,264.97,-1.2339736996186295,3022.550048828125,24367.263671875,8660.7001953125
2019-10-26,1171.58,1499.5,56481.88178179305,92.0086,0.5,1.577,1.83,1.71,1.077,,15274.341935483872,257.155,264.97,-1.2339736996186295,3022.550048828125,24367.263671875,9244.97265625
2019-10-27,1171.58,1499.5,56481.88178179305,92.0086,0.5,1.577,1.83,1.71,1.077,,15277.951612903225,257.155,264.97,-1.2339736996186295,3022.550048828125,24367.263671875,9551.71484375
2019-10-28,1170.17,1490.0,56056.498464803,91.9877,0.5,1.577,1.83,1.71,1.077,,15281.561290322581,257.155,264.97,-1.2339736996186295,3039.419921875,24459.333984375,9256.1484375
2019-10-29,1163.03,1487.0,55602.28302281093,91.8727,0.5,1.577,1.83,1.71,1.077,,15285.170967741935,257.155,264.97,-1.2339736996186295,3036.889892578125,24406.716796875,9427.6875
2019-10-30,1167.76,1493.199951171875,56061.1884508325,92.0533,0.5,1.577,1.83,1.71,1.077,,15288.78064516129,257.155,264.97,-1.2339736996186295,3046.77001953125,24222.11328125,9205.7265625
2019-10-31,1169.1,1511.4000244140625,56809.61205467167,91.7069,0.5,1.577,1.83,1.71,1.077,,15292.390322580644,257.155,264.97,-1.2339736996186295,3037.56005859375,24314.419921875,9199.5849609375
2019-11-01,1165.45,1508.0,56504.84993650232,91.6398,0.5,1.75,1.55,1.81,1.1116,,15296.0,257.879,265.548,-1.5922903948629168,3066.909912109375,24499.01953125,9261.1044921875
2019-11-02,1165.45,1508.0,56504.84993650232,91.6398,0.5,1.75,1.55,1.81,1.1461999999999999,,15297.716666666667,257.879,265.548,-1.5922903948629168,3066.909912109375,24499.01953125,9324.7177734375
2019-11-03,1165.45,1508.0,56504.84993650232,91.6398,0.5,1.75,1.55,1.81,1.1808,,15299.433333333332,257.879,265.548,-1.5922903948629168,3066.909912109375,24499.01953125,9235.3544921875
2019-11-04,1159.29,1508.0,56206.192872184794,91.8178,0.5,1.75,1.55,1.81,1.2154,,15301.15,257.879,265.548,-1.5922903948629168,3078.27001953125,24850.638671875,9412.6123046875
2019-11-05,1157.64,1480.800048828125,55113.84148167861,92.2565,0.5,1.75,1.55,1.81,1.25,,15302.866666666667,257.879,265.548,-1.5922903948629168,3074.6201171875,25017.65234375,9342.52734375
2019-11-06,1156.73,1490.199951171875,55420.0970797191,92.2125,0.5,1.75,1.55,1.81,1.25,,15304.583333333334,257.879,265.548,-1.5922903948629168,3076.780029296875,25030.837890625,9360.8798828125
2019-11-07,1154.44,1464.199951171875,54345.3627929609,92.4073,0.5,1.75,1.55,1.81,1.25,,15306.3,257.879,265.548,-1.5922903948629168,3085.179931640625,25000.078125,9267.5615234375
2019-11-08,1157.14,1461.300048828125,54364.58078675958,92.5943,0.5,1.75,1.55,1.81,1.25,,15308.016666666666,257.879,265.548,-1.5922903948629168,3093.080078125,24916.56640625,8804.880859375
2019-11-09,1157.14,1461.300048828125,54364.58078675958,92.5943,0.5,1.75,1.55,1.81,1.25,,15309.733333333334,257.879,265.548,-1.5922903948629168,3093.080078125,24916.56640625,8813.58203125
2019-11-10,1157.14,1461.300048828125,54364.58078675958,92.5943,0.5,1.75,1.55,1.81,1.25,,15311.45,257.879,265.548,-1.5922903948629168,3093.080078125,24916.56640625,9055.5263671875
2019-11-11,1157.14,1455.5,54364.58078675958,92.5943,0.5,1.75,1.55,1.81,1.25,,15313.166666666666,257.879,265.548,-1.5922903948629168,3087.010009765625,24723.169921875,8757.7880859375
2019-11-12,1160.8,1452.0999755859375,54193.18249265054,92.556,0.5,1.75,1.55,1.81,1.25,,15314.883333333333,257.879,265.548,-1.5922903948629168,3091.840087890625,24942.935546875,8815.662109375
2019-11-13,1167.76,1461.699951171875,54878.54212485632,92.5892,0.5,1.75,1.55,1.81,1.25,,15316.6,257.879,265.548,-1.5922903948629168,3094.0400390625,24740.759765625,8808.2626953125
2019-11-14,1169.82,1471.800048828125,55355.22153841583,92.4909,0.5,1.75,1.55,1.81,1.25,,15318.316666666668,257.879,265.548,-1.5922903948629168,3096.6298828125,24938.5390625,8708.0947265625
2019-11-15,1166.98,1467.300048828125,55051.99771670215,92.3875,0.5,1.75,1.55,1.81,1.25,,15320.033333333333,257.879,265.548,-1.5922903948629168,3120.4599609375,25290.166015625,8491.9921875
2019-11-16,1166.98,1467.300048828125,55051.99771670215,92.3875,0.5,1.75,1.55,1.81,1.25,,15321.75,257.879,265.548,-1.5922903948629168,3120.4599609375,25290.166015625,8550.7607421875
